Entry	Entry name	Status	Protein names	Gene names	Organism	Gene names  (primary )	Gene names  (ordered locus )	Gene names  (ORF )
W0T3M9	W0T3M9_KLUMD	unreviewed	Structural protein MDM1	MDM1 KLMA_10590	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	MDM1		KLMA_10590
W0TH22	W0TH22_KLUMD	unreviewed	WD repeat-containing protein JIP5	JIP5 KLMA_70273	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	JIP5		KLMA_70273
W0TCS2	W0TCS2_KLUMD	unreviewed	GPN-loop GTPase 3	KLMA_50571	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_50571
W0T2P1	W0T2P1_KLUMD	unreviewed	Protein N-terminal and lysine N-methyltransferase EFM7 (EC 2.1.1.-) (Elongation factor methyltransferase 7)	NNT1 EFM7 KLMA_10215	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	NNT1		KLMA_10215
W0T939	W0T939_KLUMD	unreviewed	Heat shock protein 26	HSP26 KLMA_40128	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	HSP26		KLMA_40128
W0TFS8	W0TFS8_KLUMD	unreviewed	Zuotin	ZUO1 KLMA_80181	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	ZUO1		KLMA_80181
W0TG27	W0TG27_KLUMD	unreviewed	Protein ARG5	ARG5,6 KLMA_70175	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	ARG5,6		KLMA_70175
W0TBS0	W0TBS0_KLUMD	unreviewed	FK506-binding protein (EC 5.2.1.8)	FPR3 KLMA_40444	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	FPR3		KLMA_40444
W0T8A3	W0T8A3_KLUMD	unreviewed	Cytochrome c oxidase assembly protein COX20, mitochondrial	COX20 KLMA_30532	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	COX20		KLMA_30532
W0T682	W0T682_KLUMD	unreviewed	Centromere DNA-binding protein complex CBF3 subunit B	CEP3 KLMA_20674	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	CEP3		KLMA_20674
W0TCA9	W0TCA9_KLUMD	unreviewed	Guanine nucleotide-binding protein subunit beta 1	GPB1 KLMA_50009	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	GPB1		KLMA_50009
W0TDM3	W0TDM3_KLUMD	unreviewed	Transcription factor NRM1	NRM1 KLMA_60456	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	NRM1		KLMA_60456
W0TFB9	W0TFB9_KLUMD	unreviewed	Meiosis-specific serine/threonine-protein kinase MEK1	MEK1 KLMA_60225	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	MEK1		KLMA_60225
W0T6U6	W0T6U6_KLUMD	unreviewed	Nuclear import protein MOG1	MOG1 KLMA_30032	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	MOG1		KLMA_30032
W0T6Y6	W0T6Y6_KLUMD	unreviewed	Nuclear fusion protein FUS2	FUS2 KLMA_30082	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	FUS2		KLMA_30082
W0TGA0	W0TGA0_KLUMD	unreviewed	Nuclear migration protein NUM1	NUM1 KLMA_50495	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	NUM1		KLMA_50495
W0T922	W0T922_KLUMD	unreviewed	Origin recognition complex subunit 2	ORC2 KLMA_40113	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	ORC2		KLMA_40113
W0T965	W0T965_KLUMD	unreviewed	Uroporphyrinogen decarboxylase (EC 4.1.1.37)	HEM12 KLMA_20181	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	HEM12		KLMA_20181
W0TFR0	W0TFR0_KLUMD	unreviewed	Mitochondrial pyruvate carrier	FMP37 KLMA_60370	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	FMP37		KLMA_60370
W0TGB9	W0TGB9_KLUMD	unreviewed	Regulatory protein SWI4	SWI4 KLMA_80381	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	SWI4		KLMA_80381
W0T6R3	W0T6R3_KLUMD	unreviewed	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	HEM2 KLMA_20290	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	HEM2		KLMA_20290
W0T6F2	W0T6F2_KLUMD	unreviewed	Uncharacterized protein	KLMA_10057	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_10057
W0T8Y3	W0T8Y3_KLUMD	unreviewed	E3 ubiquitin-protein ligase PIB1	PIB1 KLMA_30550	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	PIB1		KLMA_30550
W0T9T8	W0T9T8_KLUMD	unreviewed	Signal recognition particle subunit SRP14	KLMA_20391	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_20391
W0TAV0	W0TAV0_KLUMD	unreviewed	Magnesium transporter	MRS2 KLMA_50108	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	MRS2		KLMA_50108
W0T6Q2	W0T6Q2_KLUMD	unreviewed	Repressible acid phosphatase	PHO3 KLMA_20829	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	PHO3		KLMA_20829
W0TCU7	W0TCU7_KLUMD	unreviewed	Uncharacterized protein	KLMA_60161	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_60161
W0TCR9	W0TCR9_KLUMD	unreviewed	Inorganic pyrophosphatase	IPP1 KLMA_60131	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	IPP1		KLMA_60131
W0TGM2	W0TGM2_KLUMD	unreviewed	Uncharacterized protein YJR112W-A	KLMA_70098	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_70098
W0T7S8	W0T7S8_KLUMD	unreviewed	ATPase GET3 (EC 3.6.-.-) (Arsenical pump-driving ATPase) (Arsenite-stimulated ATPase) (Golgi to ER traffic protein 3) (Guided entry of tail-anchored proteins 3)	GET3 KLMA_20650	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	GET3		KLMA_20650
W0TB22	W0TB22_KLUMD	unreviewed	Osmosensing histidine protein kinase SLN1	SLN1 KLMA_30711	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	SLN1		KLMA_30711
W0T9D5	W0T9D5_KLUMD	unreviewed	MOG interacting and ectopic P-granules protein	KLMA_40213	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_40213
W0TII4	W0TII4_KLUMD	unreviewed	Serine/threonine-protein phosphatase 4 regulatory subunit 2	PSY4 KLMA_70096	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	PSY4		KLMA_70096
W0T885	W0T885_KLUMD	unreviewed	Uncharacterized protein	KLMA_30345	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_30345
W0THD1	W0THD1_KLUMD	unreviewed	Conserved oligomeric Golgi complex subunit 5	COG5 KLMA_80157	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	COG5		KLMA_80157
W0TAN2	W0TAN2_KLUMD	unreviewed	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	RNR1 KLMA_50048	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	RNR1		KLMA_50048
W0TF87	W0TF87_KLUMD	unreviewed	Sugar transporter STL1	STL1 KLMA_60180	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	STL1		KLMA_60180
W0T6Z4	W0T6Z4_KLUMD	unreviewed	ATP synthase subunit H	KLMA_10227	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_10227
W0T953	W0T953_KLUMD	unreviewed	Protein STE5	STE5 KLMA_20171	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	STE5		KLMA_20171
W0TCB8	W0TCB8_KLUMD	unreviewed	Uncharacterized protein YER079W	KLMA_40412	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_40412
W0T6N1	W0T6N1_KLUMD	unreviewed	Uncharacterized protein	KLMA_10829	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_10829
W0T928	W0T928_KLUMD	unreviewed	7-keto 8-aminopelargonic acid transporter	BIO5 KLMA_20833	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	BIO5		KLMA_20833
W0T7R5	W0T7R5_KLUMD	unreviewed	Probable quinone oxidoreductase	ZTA1 KLMA_10522	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	ZTA1		KLMA_10522
W0T552	W0T552_KLUMD	unreviewed	SIR4-interacting protein SIF2	SIF2 KLMA_20077	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	SIF2		KLMA_20077
W0TDS3	W0TDS3_KLUMD	unreviewed	Uncharacterized protein YDR186C	KLMA_50564	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_50564
W0TFK4	W0TFK4_KLUMD	unreviewed	Lysine--tRNA ligase (EC 6.1.1.6) (Lysyl-tRNA synthetase)	MSK1 KLMA_60527	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	MSK1		KLMA_60527
W0TBV9	W0TBV9_KLUMD	unreviewed	DNA-directed RNA polymerase II subunit RPB3	RPB3 KLMA_50478	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	RPB3		KLMA_50478
W0TKD3	W0TKD3_KLUMD	unreviewed	Putative amidase C550.07	amdS KLMA_80318	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	amdS		KLMA_80318
W0TEI5	W0TEI5_KLUMD	unreviewed	Histone transcription regulator 3 homolog	HIR3 KLMA_40490	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	HIR3		KLMA_40490
W0TBU4	W0TBU4_KLUMD	unreviewed	Conserved hypothetical membrane protein	MTC4 KLMA_50463	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	MTC4		KLMA_50463
W0TH21	W0TH21_KLUMD	unreviewed	GPI mannosyltransferase 2 (EC 2.4.1.-)	GPI18 KLMA_60113	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	GPI18		KLMA_60113
W0TB71	W0TB71_KLUMD	unreviewed	Uncharacterized protein YDR348C	KLMA_40264	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_40264
W0T6M4	W0T6M4_KLUMD	unreviewed	Protein transport protein DSL1	DSL1 KLMA_10122	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	DSL1		KLMA_10122
W0T7H8	W0T7H8_KLUMD	unreviewed	NADB_Rossmann super family	YSD83 KLMA_10432	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	YSD83		KLMA_10432
W0TES9	W0TES9_KLUMD	unreviewed	tRNA (Uracil-5-)-methyltransferase TRM9	TRM9 KLMA_40600	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	TRM9		KLMA_40600
W0TCL0	W0TCL0_KLUMD	unreviewed	Calcium-channel protein CCH1	CCH1 KLMA_60066	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	CCH1		KLMA_60066
W0TGH7	W0TGH7_KLUMD	unreviewed	Cytidine deaminase (EC 3.5.4.5) (Cytidine aminohydrolase)	CDD1 KLMA_50565	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	CDD1		KLMA_50565
W0TEQ0	W0TEQ0_KLUMD	unreviewed	UPF0195 protein YHR122W	KLMA_60262	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_60262
W0T5B8	W0T5B8_KLUMD	unreviewed	Probable serine/threonine-protein kinase HSL1	HSL1 KLMA_20157	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	HSL1		KLMA_20157
W0TCF2	W0TCF2_KLUMD	unreviewed	Zinc finger protein SFP1	SFP1 KLMA_40457	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	SFP1		KLMA_40457
W0T892	W0T892_KLUMD	unreviewed	Uncharacterized protein	KLMA_20820	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_20820
W0TK00	W0TK00_KLUMD	unreviewed	Mitochondrial protein import protein MAS5	DNAJA1 KLMA_80173	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	DNAJA1		KLMA_80173
W0T6N5	W0T6N5_KLUMD	unreviewed	Repressible acid phosphatase	PHO12 KLMA_10834	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	PHO12		KLMA_10834
W0T5Q3	W0T5Q3_KLUMD	unreviewed	Cysteine desulfurase	NFS1 KLMA_20484	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	NFS1		KLMA_20484
W0T921	W0T921_KLUMD	unreviewed	Ribosome-releasing factor 2, mitochondrial (RRF2mt) (Elongation factor G 2, mitochondrial) (EF-G2mt) (mEF-G 2)	MEF2 KLMA_20136	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	MEF2		KLMA_20136
W0T5H1	W0T5H1_KLUMD	unreviewed	COMPASS component SWD1	SWD1 KLMA_10449	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	SWD1		KLMA_10449
W0T824	W0T824_KLUMD	unreviewed	Vacuolar protein sorting-associated protein 5	VPS5 KLMA_30270	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	VPS5		KLMA_30270
W0TDC9	W0TDC9_KLUMD	unreviewed	Eukaryotic initiation factor 4F subunit p150	TIF4632 KLMA_50142	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	TIF4632		KLMA_50142
W0THQ3	W0THQ3_KLUMD	unreviewed	Chitobiosyldiphosphodolichol beta-mannosyltransferase	ALG1 KLMA_80292	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	ALG1		KLMA_80292
W0TIU5	W0TIU5_KLUMD	unreviewed	Cox1-i3 protein	COX1 KLMA_90007	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	COX1		KLMA_90007
W0TFY1	W0TFY1_KLUMD	unreviewed	ER membrane protein complex subunit 2	EMC2 KLMA_70115	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	EMC2		KLMA_70115
W0TJ06	W0TJ06_KLUMD	unreviewed	DNA polymerase alpha-binding protein	CTF4 KLMA_70291	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	CTF4		KLMA_70291
W0TDD0	W0TDD0_KLUMD	unreviewed	54S ribosomal protein L9	rplC KLMA_60064	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	rplC		KLMA_60064
W0TDG3	W0TDG3_KLUMD	unreviewed	Fungal_trans super family conserved domain	KLMA_50449	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_50449
W0T8J8	W0T8J8_KLUMD	unreviewed	Sphingosine N-acyltransferase LAG1	LAG1 KLMA_30063	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	LAG1		KLMA_30063
W0THH7	W0THH7_KLUMD	unreviewed	Vacuolar protein sorting-associated protein 21	VPS21 KLMA_80212	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	VPS21		KLMA_80212
W0T9V7	W0T9V7_KLUMD	unreviewed	Protein SEY1 (EC 3.6.5.-)	SEY1 KLMA_40186	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	SEY1		KLMA_40186
W0TKE3	W0TKE3_KLUMD	unreviewed	RNA polymerase II transcription factor B subunit 4	TFB4 KLMA_80328	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	TFB4		KLMA_80328
W0TGR7	W0TGR7_KLUMD	unreviewed	Actin-like protein ARP9	ARP9 KLMA_80264	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	ARP9		KLMA_80264
W0TC67	W0TC67_KLUMD	unreviewed	Glutaredoxin-like protein	KLMA_30409	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_30409
W0TDN1	W0TDN1_KLUMD	unreviewed	Spermine synthase	SPE4 KLMA_50519	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	SPE4		KLMA_50519
W0TAI2	W0TAI2_KLUMD	unreviewed	26S proteasome regulatory subunit RPN6	RPN6 KLMA_20656	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	RPN6		KLMA_20656
W0TJ61	W0TJ61_KLUMD	unreviewed	KH domain-containing protein YBL032W	HEK2 KLMA_70351	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	HEK2		KLMA_70351
W0TJC8	W0TJC8_KLUMD	unreviewed	Protein DSE1	DSE1 KLMA_70411	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	DSE1		KLMA_70411
W0TCI9	W0TCI9_KLUMD	unreviewed	Transcription initiation factor TFIID subunit 12	TAF12 KLMA_50486	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	TAF12		KLMA_50486
W0TH04	W0TH04_KLUMD	unreviewed	Peroxisome biogenesis factor 10	PEX10 KLMA_60093	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	PEX10		KLMA_60093
W0T8E3	W0T8E3_KLUMD	unreviewed	Probable E3 ubiquitin-protein ligase HUL4	HUL4 KLMA_10722	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	HUL4		KLMA_10722
W0T6W3	W0T6W3_KLUMD	unreviewed	N-terminal acetyltransferase A complex subunit NAT1	NAT1 KLMA_20330	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	NAT1		KLMA_20330
W0TFQ9	W0TFQ9_KLUMD	unreviewed	Tyrosine-protein phosphatase MSG5	MSG5 KLMA_80161	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	MSG5		KLMA_80161
W0T600	W0T600_KLUMD	unreviewed	Sds3 super family	DEP1 KLMA_20357	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	DEP1		KLMA_20357
W0TK81	W0TK81_KLUMD	unreviewed	Mitochondrial distribution and morphology protein 35	MDM35 KLMA_80258	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	MDM35		KLMA_80258
W0T6B2	W0T6B2_KLUMD	unreviewed	Casein kinase II subunit beta (CK II beta)	CKB2 KLMA_10694	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	CKB2		KLMA_10694
W0T5K4	W0T5K4_KLUMD	unreviewed	GAL4	KLMA_10696	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_10696
W0T9R4	W0T9R4_KLUMD	unreviewed	40S ribosomal protein S15	RPS15 KLMA_20356	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	RPS15		KLMA_20356
W0T3V7	W0T3V7_KLUMD	unreviewed	Arginine permease	CAN1 KLMA_10106	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	CAN1		KLMA_10106
W0T6E1	W0T6E1_KLUMD	unreviewed	Membrane protein TMS1	TMS1 KLMA_20175	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	TMS1		KLMA_20175
W0T9R8	W0T9R8_KLUMD	unreviewed	Uncharacterized protein	KLMA_20361	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_20361
W0TDI4	W0TDI4_KLUMD	unreviewed	DUF3445 super family conserved domain	KLMA_50202	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_50202
W0TEQ5	W0TEQ5_KLUMD	unreviewed	Spindle pole body component SPC42	SPC42 KLMA_60524	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	SPC42		KLMA_60524
W0T633	W0T633_KLUMD	unreviewed	Putative reductase 1	YPR1 KLMA_20619	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	YPR1		KLMA_20619
W0T7W4	W0T7W4_KLUMD	unreviewed	Signal recognition particle receptor subunit alpha homolog	SRP101 KLMA_30417	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	SRP101		KLMA_30417
W0TFU6	W0TFU6_KLUMD	unreviewed	Peroxisomal membrane protein LPX1	LPX1 KLMA_70392	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	LPX1		KLMA_70392
W0T3X1	W0T3X1_KLUMD	unreviewed	Metal homeostasis factor ATX1	ATX1 KLMA_10121	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	ATX1		KLMA_10121
W0TBV2	W0TBV2_KLUMD	unreviewed	Pre-mRNA-splicing helicase BRR2	BRR2 KLMA_30289	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	BRR2		KLMA_30289
W0TCY6	W0TCY6_KLUMD	unreviewed	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	ZWF KLMA_50631	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	ZWF		KLMA_50631
W0TAU6	W0TAU6_KLUMD	unreviewed	Uncharacterized protein	KLMA_30621	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_30621
W0T7T3	W0T7T3_KLUMD	unreviewed	Polynucleotide 3'-phosphatase	TPP1 KLMA_20655	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	TPP1		KLMA_20655
W0T7L5	W0T7L5_KLUMD	unreviewed	Meiotic nuclear division protein 1	MND1 KLMA_30322	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	MND1		KLMA_30322
W0TBA0	W0TBA0_KLUMD	unreviewed	cAMP-dependent protein kinase type 3	TPK1 KLMA_50248	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	TPK1		KLMA_50248
W0T3P7	W0T3P7_KLUMD	unreviewed	Protein DIA2	DIA2 KLMA_10403	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)	DIA2		KLMA_10403
W0T8M8	W0T8M8_KLUMD	unreviewed	Uncharacterized protein	KLMA_10817	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_10817
W0TFQ7	W0TFQ7_KLUMD	unreviewed	Protein SIC1	KLMA_70030	Kluyveromyces marxianus (strain DMKU3-1042 / BCC 29191 / NBRC 104275) (Yeast) (Candida kefyr)			KLMA_70030
