Entry	Entry name	Status	Protein names	Gene names	Organism	Gene names  (primary )	Gene names  (ordered locus )	Gene names  (ORF )
A3GHJ9	A3GHJ9_PICST	unreviewed	Cytochrome b-c1 complex subunit Rieske, mitochondrial (EC 7.1.1.8)	UCRI PICST_39828	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	UCRI		PICST_39828
A3LSQ5	A3LSQ5_PICST	unreviewed	Granaticin polyketide synthase putative ketoacyl reductase 2	DHK2 PICST_31135	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	DHK2		PICST_31135
A3LWE5	A3LWE5_PICST	unreviewed	2'-hydroxyisoflavone reductase	PICST_60459	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_60459
A3LWR5	A3LWR5_PICST	unreviewed	Uncharacterized protein	PICST_32564	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_32564
A3LTQ8	A3LTQ8_PICST	unreviewed	NADH:quinone oxidoreductase	PICST_31495	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_31495
A3LR58	A3LR58_PICST	unreviewed	ATP-dependent ABC transporter	CDR5 PICST_57225	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	CDR5		PICST_57225
A3LVV6	A3LVV6_PICST	unreviewed	L-type lectin-like domain-containing protein	PICST_32258	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_32258
A3LT06	A3LT06_PICST	unreviewed	Uncharacterized protein	PICST_31239	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_31239
A3LXP9	A3LXP9_PICST	unreviewed	Pep3_Vps18 domain-containing protein	PICST_32889	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_32889
A3LU12	A3LU12_PICST	unreviewed	Uncharacterized protein	PICST_45467	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_45467
A3LRM3	A3LRM3_PICST	unreviewed	UV excision repair protein RAD23	RAD23 PICST_82779	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	RAD23		PICST_82779
A3GHR3	A3GHR3_PICST	unreviewed	Vacuolar diacylglycerol pyrophosphate phosphatase	DGP3 PICST_86802	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	DGP3		PICST_86802
A3LYD4	A3LYD4_PICST	unreviewed	Uncharacterized protein	PICST_73033	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_73033
A3LRF9	A3LRF9_PICST	unreviewed	BCNT-C domain-containing protein	PICST_30674	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_30674
A3LZ11	A3LZ11_PICST	unreviewed	NMT1 domain-containing protein	PICST_36967	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_36967
A3LR14	A3LR14_PICST	unreviewed	Uncharacterized protein	PICST_35413	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_35413
A3LYS6	A3LYS6_PICST	unreviewed	Uncharacterized protein	PICST_85050	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_85050
A3LR12	A3LR12_PICST	unreviewed	Voltage-gated protein/chloride channel (Fragment)	CLC3 PICST_57787	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	CLC3		PICST_57787
A3GHF2	A3GHF2_PICST	unreviewed	Xylose transporter, high affinity, putative similarity to STL13 (Fragment)	XUT7 PICST_39517	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	XUT7		PICST_39517
A3LTN9	A3LTN9_PICST	unreviewed	Nuclear pore complex protein	NUP84 PICST_31476	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	NUP84		PICST_31476
A3LWK7	A3LWK7_PICST	unreviewed	Uncharacterized protein	PICST_60976	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_60976
A3LTH8	A3LTH8_PICST	unreviewed	Part of small ribosomal subunit (SSU) processosome (Contains U3 snoRNA)	RRP5 PICST_83216	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	RRP5		PICST_83216
A3LRF1	A3LRF1_PICST	unreviewed	PCI domain-containing protein	PICST_82902	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_82902
A3LTJ5	A3LTJ5_PICST	unreviewed	Uncharacterized protein	PICST_31430	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_31430
A3LY51	A3LY51_PICST	unreviewed	mRNA poyadenylation and turnover	PICST_36794	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_36794
A3LTH6	A3LTH6_PICST	unreviewed	Uncharacterized protein (Fragment)	PICST_11568	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_11568
A3M0D0	A3M0D0_PICST	unreviewed	Transaldolase (EC 2.2.1.2)	TAL1 PICST_74289	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	TAL1		PICST_74289
A3LU00	A3LU00_PICST	unreviewed	Probable zinc finger protein (EC 2.1.1.63) (Fragment)	ADA1 PICST_44707	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	ADA1		PICST_44707
A3LVD3	A3LVD3_PICST	unreviewed	Dopey_N domain-containing protein	PICST_46807	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_46807
A3LUS2	A3LUS2_PICST	unreviewed	Uncharacterized protein	PICST_59821	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_59821
A3LNH5	A3LNH5_PICST	unreviewed	Patatin-like phospholipase domain-containing protein (EC 3.1.1.-) (Fragment)	PICST_40606	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_40606
A3LU97	A3LU97_PICST	unreviewed	Mediator of RNA polymerase II transcription subunit 8 (Mediator complex subunit 8) (Fragment)	MED8 PICST_44472	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	MED8		PICST_44472
A3LN47	A3LN47_PICST	unreviewed	Dynein light chain	PICST_54635	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_54635
A3LU35	A3LU35_PICST	unreviewed	Uncharacterized protein	PICST_36010	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_36010
A3LQ22	A3LQ22_PICST	unreviewed	Histone-lysine N-methyltransferase, H3 lysine-79 specific (EC 2.1.1.360) (Histone H3-K79 methyltransferase) (Fragment)	PICST_41120	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_41120
A3LR03	A3LR03_PICST	unreviewed	Part of small (Ribosomal) subunit (SSU) processosome (Contains U3 snoRNA)	RRP9 PICST_43371	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	RRP9		PICST_43371
A3GFD3	A3GFD3_PICST	unreviewed	P-type ATPase involved in Na+ efflux (EC 3.6.3.8)	ENA2 PICST_74899	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	ENA2		PICST_74899
A3LRJ6	A3LRJ6_PICST	unreviewed	Uncharacterized protein	PICST_30713	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_30713
A3LPJ5	A3LPJ5_PICST	unreviewed	8-oxoguanine DNA glycosylase	OGG1 PICST_35111	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	OGG1		PICST_35111
A3LRE7	A3LRE7_PICST	unreviewed	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	PICST_67274	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_67274
A3LZW2	A3LZW2_PICST	unreviewed	Skp1 Cullin-F-box ubiquitin protein ligase (SCF) subunit	HRT1 PICST_37145	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	HRT1		PICST_37145
A3LNM8	A3LNM8_PICST	unreviewed	Uncharacterized protein	PICST_70251	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_70251
A3LR29	A3LR29_PICST	unreviewed	FKBP12-associated protein (Fragment)	FAP1 PICST_44106	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	FAP1		PICST_44106
A3LZV9	A3LZV9_PICST	unreviewed	Cytochrome P450 52A3 (CYPLIIA3) (Alkane-inducible P450-ALK1-A) (P450-CM1) (CYP52A3-A) (Cytochrome P-450ALK)	CYP52 PICST_37142	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	CYP52		PICST_37142
A3GF45	A3GF45_PICST	unreviewed	Golgi alpha-1,2-mannosyltransferase (Fragment)	MNN24 PICST_11162	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	MNN24		PICST_11162
A3M014	A3M014_PICST	unreviewed	Threonine aldolase (EC 4.1.2.5)	GLY1 PICST_74130	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	GLY1		PICST_74130
A3LWD5	A3LWD5_PICST	unreviewed	Inorganic phosphate transporter	PICST_32433	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_32433
A3LZL7	A3LZL7_PICST	unreviewed	Ubiquitin/40S ribosomal protein S27a fusion	RSP27 PICST_73842	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	RSP27		PICST_73842
A3LUJ1	A3LUJ1_PICST	unreviewed	Mediator of RNA polymerase II transcription subunit 1 (Mediator complex subunit 1)	PICST_83654	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_83654
A3LZX0	A3LZX0_PICST	unreviewed	Myoinositol oxidoreductase (EC 1.1.1.18) (Fragment)	PICST_64256	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_64256
A3LSA8	A3LSA8_PICST	unreviewed	Pheromone response pathway	PRP20 PICST_65479	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	PRP20		PICST_65479
A3LTF4	A3LTF4_PICST	unreviewed	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	ARO3 PICST_83093	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	ARO3		PICST_83093
A3LWI2	A3LWI2_PICST	unreviewed	Ethanolamine kinase (Fragment)	EKI1 PICST_59919	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	EKI1		PICST_59919
A3GFK4	A3GFK4_PICST	unreviewed	Mitochondrial ribosome small subunit component	RSM27 PICST_52088	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	RSM27		PICST_52088
A3LS93	A3LS93_PICST	unreviewed	Glutamate dehydrogenase	GDH3 PICST_82969	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	GDH3		PICST_82969
A3LSJ9	A3LSJ9_PICST	unreviewed	Quinate permease	QUP1 PICST_77210	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	QUP1		PICST_77210
A3LUJ6	A3LUJ6_PICST	unreviewed	Aminopeptidase (EC 3.4.11.-)	APE2.1 PICST_31787	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	APE2.1		PICST_31787
A3LY33	A3LY33_PICST	unreviewed	Peroxiredoxin (EC 1.11.1.15)	PICST_73480	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_73480
A3LSP2	A3LSP2_PICST	unreviewed	NAPDH dehydrogenase (Old yellow enzyme) (EC 1.6.99.1)	OYE2.2 PICST_43720	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	OYE2.2		PICST_43720
A3GFQ3	A3GFQ3_PICST	unreviewed	Flavonol synthase (EC 1.14.11.13)	GBD1 PICST_51972	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	GBD1		PICST_51972
A3LRU8	A3LRU8_PICST	unreviewed	AB hydrolase-1 domain-containing protein (Fragment)	PICST_57391	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_57391
A3GFL1	A3GFL1_PICST	unreviewed	Maintenance of mitochondrial DNA (Fragment)	MMD1 PICST_51902	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	MMD1		PICST_51902
A3LYW0	A3LYW0_PICST	unreviewed	Uncharacterized protein	PICST_63549	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_63549
A3GFZ7	A3GFZ7_PICST	unreviewed	GATA-family DNA binding protein (Fragment)	GAT3 PICST_80055	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	GAT3		PICST_80055
A3GES8	A3GES8_PICST	unreviewed	ATP-dependent DNA helicase	ADD2.4 PICST_27989	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	ADD2.4		PICST_27989
A3LVN1	A3LVN1_PICST	unreviewed	Serine/threonine-protein kinase HSL1	PICST_67855	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_67855
A3LUP7	A3LUP7_PICST	unreviewed	Floculation protein FLO1	FLO1 PICST_31841	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	FLO1		PICST_31841
A3LZH2	A3LZH2_PICST	unreviewed	Peptidase A1 domain-containing protein	PICST_63754	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_63754
A3GGR0	A3GGR0_PICST	unreviewed	Aspartate aminotransferase	AAT1 PICST_80440	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	AAT1		PICST_80440
A3LU65	A3LU65_PICST	unreviewed	Putative tyrosine phosphatase (Fragment)	SIW14.2 PICST_58142	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	SIW14.2		PICST_58142
A3LQX6	A3LQX6_PICST	unreviewed	Uncharacterized protein	PICST_30484	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_30484
A3LSW9	A3LSW9_PICST	unreviewed	Rhodanese domain-containing protein	PICST_59387	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_59387
A3GEV7	A3GEV7_PICST	unreviewed	Uncharacterized protein (Fragment)	PICST_24555	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_24555
A3LXC2	A3LXC2_PICST	unreviewed	Probable vacuolar protein sorting-associated protein 16 homolog	PICST_84351	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_84351
A3GGL0	A3GGL0_PICST	unreviewed	Uncharacterized protein	PICST_28646	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_28646
A3LTT5	A3LTT5_PICST	unreviewed	4HBT domain-containing protein	PICST_31523	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_31523
A3LSA2	A3LSA2_PICST	unreviewed	Uncharacterized protein	PICST_30978	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_30978
A3LSD9	A3LSD9_PICST	unreviewed	Purine nucleoside permease	NUP2 PICST_31020	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	NUP2		PICST_31020
A3LSM9	A3LSM9_PICST	unreviewed	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase (EC 4.2.1.134)	PICST_56836	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_56836
A3LYY4	A3LYY4_PICST	unreviewed	2-oxoglutarate dehydrogenase complex E2 component (EC 2.3.1.12) (EC 2.3.1.61)	KGD2 PICST_68297	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	KGD2		PICST_68297
A3LU41	A3LU41_PICST	unreviewed	Repressed by TUP1 protein 1	RBT12 PICST_31634	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	RBT12		PICST_31634
A3LSS4	A3LSS4_PICST	unreviewed	Ring_hydroxyl_A domain-containing protein	PICST_59125	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_59125
A3M0P8	A3M0P8_PICST	unreviewed	Uncharacterized protein	PICST_68555	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_68555
A3LWK4	A3LWK4_PICST	unreviewed	Cysteine synthase (CYSK1) (EC 2.5.1.47)	CYK1 PICST_59891	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	CYK1		PICST_59891
A3LRC1	A3LRC1_PICST	unreviewed	Kinesin motor domain-containing protein	PICST_43531	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_43531
A3LW72	A3LW72_PICST	unreviewed	Uncharacterized protein (Fragment)	PICST_25248	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_25248
A3GHK9	A3GHK9_PICST	unreviewed	t-SNARE coiled-coil homology domain-containing protein	PICST_53649	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_53649
A3GHH8	A3GHH8_PICST	unreviewed	Ribosomal protein S15	PICST_66616	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_66616
A3GGZ4	A3GGZ4_PICST	unreviewed	WD_REPEATS_REGION domain-containing protein	PICST_37533	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_37533
A3LUB7	A3LUB7_PICST	unreviewed	Phosphatidylinositol-4-phosphate 5-kinase and related FYVE finger-containing proteins	PEA1 PICST_31710	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	PEA1		PICST_31710
A3LNE2	A3LNE2_PICST	unreviewed	RNA polymerase I specific transcription initiation factor RRN7 (Fragment)	RRN7 PICST_18667	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	RRN7		PICST_18667
A3LSL9	A3LSL9_PICST	unreviewed	Dihydrofolate reductase (EC 1.5.1.3)	DFR1 PICST_82622	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	DFR1		PICST_82622
A3LVG4	A3LVG4_PICST	unreviewed	Uncharacterized protein	PICST_32115	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_32115
A3LXH0	A3LXH0_PICST	unreviewed	Zn(2)-C6 fungal-type domain-containing protein (Fragment)	PICST_61599	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_61599
A3LUZ8	A3LUZ8_PICST	unreviewed	Uncharacterized protein (Fragment)	PICST_23467	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_23467
A3LTI4	A3LTI4_PICST	unreviewed	Cation-transporting ATPase (EC 7.2.2.-)	ATC9 PICST_58093	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	ATC9		PICST_58093
A3GFX1	A3GFX1_PICST	unreviewed	Histone acetyltransferase SAGA complex member	SPT20 PICST_28393	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	SPT20		PICST_28393
A3LQK4	A3LQK4_PICST	unreviewed	LisH domain-containing protein	PICST_42198	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_42198
A3LR67	A3LR67_PICST	unreviewed	Methyltransferase-like protein (EC 2.1.1.-)	PICST_71233	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_71233
A3LN74	A3LN74_PICST	unreviewed	Uncharacterized protein	PICST_40869	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_40869
A3LP63	A3LP63_PICST	unreviewed	DNA-directed RNA polymerases I, II, and III subunit RPABC3	RPB8 PICST_87046	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	RPB8		PICST_87046
A3LXC4	A3LXC4_PICST	unreviewed	RNA recognition motif-containing protein	NOP4 PICST_90702	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	NOP4		PICST_90702
A3LY00	A3LY00_PICST	unreviewed	High copy suppressor of a cyclic AMP-dependent protein kinase mutant	PICST_84858	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_84858
A3LZ85	A3LZ85_PICST	unreviewed	Uncharacterized protein	PICST_62985	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_62985
A3GFE7	A3GFE7_PICST	unreviewed	Repressed by TUP1 protein 5 (Fragment)	PICST_52210	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)			PICST_52210
A3GF52	A3GF52_PICST	unreviewed	60S ribosomal protein required for integrity of mitrcondrial genome	IMG2 PICST_75117	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	IMG2		PICST_75117
